player_id,player_name,birthdate,country,school,height,weight,season_exp,position,from_year,to_year,draft_year,draft_round,draft_number,greatest_75_flag,birth_year,is_greatest_75,is_usa
203006,Josh Akognon,1986-02-10,USA,California State-Fullerton,5-11,185,2.0,Guard,2012.0,2012.0,,,,N,1986,0,1
1629152,DeVaughn Akoon-Purcell,1993-06-05,Trinidad and Tobago,Illinois State,6-6,200,2.0,Guard-Forward,2018.0,2018.0,2016.0,,,N,1993,0,0
76020,Gary Alcorn,1936-10-08,USA,Fresno State,6-9,225,2.0,Center,1959.0,1960.0,1959.0,3.0,16.0,N,1936,0,1
1630583,Santi Aldama,2001-01-10,Spain,Loyola-Maryland,7-0,215,2.0,Forward-Center,2021.0,2023.0,2021.0,1.0,30.0,N,2001,0,0
202332,Cole Aldrich,1988-10-31,USA,Kansas,6-11,253,9.0,Center,2010.0,2017.0,2010.0,1.0,11.0,N,1988,0,1
200746,LaMarcus Aldridge,1985-07-19,USA,University of Texas at Austin,6-11,250,17.0,Center-Forward,2006.0,2021.0,2006.0,1.0,2.0,N,1985,0,1
76021,Chuck Aleksinas,1959-02-26,USA,Connecticut,6-11,260,1.0,Center,1984.0,1984.0,1982.0,4.0,76.0,N,1959,0,1
1626146,Cliff Alexander,1995-11-16,USA,Kansas,6-8,240,2.0,Forward,2015.0,2015.0,,,,N,1995,0,1
76022,Gary Alexander,1969-11-01,USA,South Florida,6-7,240,1.0,Forward,1993.0,1993.0,,,,N,1969,0,1
201570,Joe Alexander,1986-12-26,USA,West Virginia,6-8,230,3.0,Forward,2008.0,2009.0,2008.0,1.0,8.0,N,1986,0,1
1630234,Ty-Shon Alexander,1998-07-16,USA,Creighton,6-3,195,2.0,Guard,2020.0,2020.0,,,,N,1998,0,1
2349,Victor Alexander,1969-08-31,USA,Iowa State,6-10,265,5.0,Forward,1991.0,2001.0,1991.0,1.0,17.0,N,1969,0,1
1628959,Rawle Alkins,1997-10-29,USA,Arizona,6-5,225,2.0,Guard,2018.0,2018.0,,,,N,1997,0,1
76028,Bob Allen,1946-07-17,USA,Marshall,6-9,205,1.0,Forward,1968.0,1968.0,1968.0,6.0,71.0,N,1946,0,1
1628960,Grayson Allen,1995-10-08,USA,Duke,6-4,198,5.0,Guard,2018.0,2023.0,2018.0,1.0,21.0,N,1995,0,1
1628386,Jarrett Allen,1998-04-21,USA,Texas,6-9,243,6.0,Center,2017.0,2023.0,2017.0,1.0,22.0,N,1998,0,1
706,Jerome Allen,1973-01-28,USA,Pennsylvania,6-4,184,2.0,Guard,1995.0,1996.0,1995.0,2.0,49.0,N,1973,0,1
1628443,Kadeem Allen,1993-01-15,USA,Arizona,6-1,200,3.0,Guard,2017.0,2019.0,2017.0,2.0,53.0,N,1993,0,1
2124,Malik Allen,1978-06-27,USA,Villanova,6-10,255,11.0,Forward,2001.0,2010.0,,,,N,1978,0,1
76025,Randy Allen,1965-01-26,USA,Florida State,6-8,220,2.0,Forward,1988.0,1989.0,,,,N,1965,0,1
2754,Tony Allen,1982-01-11,USA,Oklahoma State,6-4,213,14.0,Guard-Forward,2004.0,2017.0,2004.0,1.0,25.0,N,1982,0,1
76029,Odis Allison,1949-10-02,USA,UNLV,6-6,195,1.0,Forward,1971.0,1971.0,1971.0,5.0,76.0,N,1949,0,1
200984,Lance Allred,1981-02-02,USA,Weber State,6-11,250,2.0,Center,2007.0,2007.0,,,,N,1981,0,1
76030,Darrell Allums,1958-09-12,USA,UCLA,6-8,220,1.0,Forward,1980.0,1980.0,1980.0,5.0,103.0,N,1958,0,1
201165,Morris Almond,1985-02-02,USA,Rice,6-6,225,4.0,Guard,2007.0,2011.0,2007.0,1.0,25.0,N,1985,0,1
1747,Rafer Alston,1976-07-24,USA,Fresno State,6-2,175,11.0,Guard,1999.0,2009.0,1998.0,2.0,39.0,N,1976,0,1
1630631,Jose Alvarado,1998-04-12,USA,Georgia Tech,6-0,179,2.0,Guard,2021.0,2023.0,,,,N,1998,0,1
680,John Amaechi,1970-11-26,United Kingdom,Penn State,6-10,270,6.0,Forward-Center,1995.0,2002.0,,,,N,1970,0,0
202329,Al-Farouq Aminu,1990-09-21,USA,Wake Forest,6-8,220,12.0,Forward,2010.0,2020.0,2010.0,1.0,8.0,N,1990,0,1
76034,Bob Anderegg,1937-08-24,USA,Michigan State,6-3,200,1.0,Forward,1959.0,1959.0,1959.0,3.0,20.0,N,1937,0,1
2365,Chris Andersen,1978-07-07,USA,Blinn J.C.,6-10,245,15.0,Forward-Center,2001.0,2016.0,,,,N,1978,0,1
101187,Alan Anderson,1982-10-16,USA,Michigan State,6-6,220,9.0,Forward-Guard,2005.0,2016.0,,,,N,1982,0,1
202079,Antonio Anderson,1985-06-05,USA,Memphis,6-6,215,2.0,Guard,2009.0,2009.0,,,,N,1985,0,1
76035,Cliff Anderson,1944-09-07,USA,St. Joseph's (PA),6-2,200,3.0,Guard,1967.0,1970.0,1967.0,4.0,35.0,N,1944,0,1
76036,Daniel Anderson,1951-01-01,USA,Southern California,6-2,185,2.0,Guard,1974.0,1975.0,1974.0,6.0,92.0,N,1951,0,1
944,Eric Anderson,1970-05-26,USA,Indiana,6-9,220,2.0,Forward,1992.0,1993.0,,,,N,1970,0,1
246,Greg Anderson,1964-06-22,USA,Houston,6-10,250,10.0,Center-Forward,1987.0,1997.0,1987.0,1.0,23.0,N,1964,0,1
202341,James Anderson,1989-03-25,USA,Oklahoma State,6-6,213,6.0,Guard-Forward,2010.0,2015.0,2010.0,1.0,20.0,N,1989,0,1
1626147,Justin Anderson,1993-11-19,USA,Virginia,6-5,231,7.0,Forward-Guard,2015.0,2021.0,2015.0,1.0,21.0,N,1993,0,1
76041,Kim Anderson,1955-05-12,USA,Missouri,6-7,200,1.0,Forward,1978.0,1978.0,1978.0,7.0,146.0,N,1955,0,1
76042,Michael Anderson,1966-03-23,USA,Drexel,5-11,184,1.0,Guard,1988.0,1988.0,1988.0,3.0,73.0,N,1966,0,1
76043,Mitchell Anderson,1960-09-23,USA,Bradley,6-8,195,3.0,Forward,1982.0,1984.0,1982.0,2.0,36.0,N,1960,0,1
98,Nick Anderson,1968-01-20,USA,Illinois,6-6,228,14.0,Forward-Guard,1989.0,2002.0,1989.0,1.0,11.0,N,1968,0,1
76045,Richard Anderson,1960-11-19,USA,California-Santa Barbara,6-10,240,6.0,Forward,1982.0,1989.0,1982.0,2.0,32.0,N,1960,0,1
76046,Ron Anderson,1958-10-15,USA,Fresno State,6-7,215,10.0,Forward,1984.0,1993.0,1984.0,2.0,27.0,N,1958,0,1
201583,Ryan Anderson,1988-05-06,USA,California,6-9,240,12.0,Forward,2008.0,2019.0,2008.0,1.0,21.0,N,1988,0,1
1000,Shandon Anderson,1973-12-31,USA,Georgia,6-6,215,10.0,Guard-Forward,1996.0,2005.0,1996.0,2.0,54.0,N,1973,0,1
335,Willie Anderson,1967-01-08,USA,Georgia,6-8,200,8.0,Guard-Forward,1988.0,1996.0,1988.0,1.0,10.0,N,1967,0,1
76048,Wally Anderzunas,1946-01-11,USA,Creighton,6-7,220,1.0,Center,1969.0,1969.0,1969.0,2.0,25.0,N,1946,0,1
76049,Don Anielak,1930-11-01,USA,Missouri State,6-7,190,1.0,Forward,1954.0,1954.0,1954.0,3.0,26.0,N,1930,0,1
1512,Chris Anstey,1975-01-01,Australia,South East Melbourne,7-0,249,2.0,Center,1997.0,1999.0,1997.0,1.0,18.0,N,1975,0,0
203507,Giannis Antetokounmpo,1994-12-06,Greece,Filathlitikos,7-0,243,10.0,Forward,2013.0,2023.0,2013.0,1.0,15.0,Y,1994,1,0
203648,Thanasis Antetokounmpo,1992-07-18,Greece,Panathinaikos,6-7,219,5.0,Forward,2015.0,2023.0,2014.0,2.0,51.0,N,1992,0,0
1630175,Cole Anthony,2000-05-15,USA,North Carolina,6-3,185,3.0,Guard,2020.0,2023.0,2020.0,1.0,15.0,N,2000,0,1
21,Greg Anthony,1967-11-15,USA,UNLV,6-1,180,11.0,Guard,1991.0,2001.0,1991.0,1.0,12.0,N,1967,0,1
201202,Joel Anthony,1982-08-09,Canada,UNLV,6-9,245,11.0,Center,2007.0,2016.0,,,,N,1982,0,0
1628384,O.G. Anunoby,1997-07-17,United Kingdom,Indiana,6-7,232,6.0,Forward,2017.0,2023.0,2017.0,1.0,23.0,N,1997,0,0
2737,Rafael Araujo,1980-08-12,Brazil,Brigham Young,6-11,270,4.0,Center,2004.0,2006.0,2004.0,1.0,8.0,N,1980,0,0
2425,Robert Archibald,1980-03-29,Scotland,Illinois,6-11,250,3.0,Forward,2002.0,2003.0,2002.0,2.0,31.0,N,1980,0,0
1627853,Ryan Arcidiacono,1994-03-26,USA,Villanova,6-3,195,6.0,Guard,2017.0,2022.0,,,,N,1994,0,1
2240,Gilbert Arenas,1982-01-06,USA,Arizona,6-4,215,12.0,Guard,2001.0,2011.0,2001.0,2.0,30.0,N,1982,0,1
76056,Paul Arizin,1928-04-09,USA,Villanova,6-4,190,10.0,Forward,1950.0,1961.0,1950.0,,,Y,1928,1,1
769,B.J. Armstrong,1967-09-09,USA,Iowa,6-2,185,11.0,Guard,1989.0,1999.0,1989.0,1.0,18.0,N,1967,0,1
76061,Bob Armstrong,1933-06-17,USA,Michigan State,6-8,220,1.0,Center,1956.0,1956.0,1955.0,,,N,1933,0,1
2220,Brandon Armstrong,1980-06-16,USA,Pepperdine,6-5,185,4.0,Guard,2001.0,2003.0,2001.0,1.0,23.0,N,1980,0,1
200756,Hilton Armstrong,1984-11-23,USA,Connecticut,6-11,235,6.0,Forward-Center,2006.0,2013.0,2006.0,1.0,12.0,N,1984,0,1
76062,Jesse Arnelle,1933-12-30,USA,Penn State,6-5,220,1.0,Forward,1955.0,1955.0,1955.0,2.0,13.0,N,1933,0,1
76064,Bob Arnzen,1947-11-03,USA,Notre Dame,6-5,205,1.0,Forward,1970.0,1970.0,1969.0,8.0,103.0,N,1947,0,1
201589,Darrell Arthur,1988-03-25,USA,Kansas,6-9,235,10.0,Forward,2008.0,2017.0,2008.0,1.0,27.0,N,1988,0,1
76065,John Arthurs,1947-08-15,USA,Tulane,6-4,185,1.0,Guard,1969.0,1969.0,1969.0,6.0,73.0,N,1947,0,1
1628503,Jamel Artis,1993-01-12,USA,Pittsburgh,6-7,213,2.0,Guard,2017.0,2017.0,,,,N,1993,0,1
201600,Omer Asik,1986-07-04,Turkey,Fenerbahce,7-0,255,9.0,Center,2010.0,2017.0,2008.0,2.0,36.0,N,1986,0,0
355,Vincent Askew,1966-02-28,USA,Memphis,6-6,210,9.0,Guard,1987.0,1997.0,1987.0,2.0,39.0,N,1966,0,1
76069,Richard Atha,1931-09-21,USA,Indiana State,6-2,190,2.0,Guard,1955.0,1957.0,1953.0,,,N,1931,0,1
1088,Chucky Atkins,1974-08-14,USA,South Florida,5-11,185,12.0,Guard,1999.0,2009.0,,,,N,1974,0,1
76070,Alvin Attles,1936-11-07,USA,North Carolina A&T,6-1,175,11.0,Guard,1960.0,1970.0,1960.0,5.0,39.0,N,1936,0,1
278,Stacey Augmon,1968-08-01,USA,UNLV,6-8,213,16.0,Forward-Guard,1991.0,2005.0,1991.0,1.0,9.0,N,1968,0,1
201571,D.J. Augustin,1987-11-10,USA,Texas-Austin,5-11,183,14.0,Guard,2008.0,2023.0,2008.0,1.0,9.0,N,1987,0,1
200788,James Augustine,1984-02-27,USA,Illinois,6-10,235,2.0,Forward,2006.0,2007.0,2006.0,2.0,41.0,N,1984,0,1
76073,John Austin,1944-08-31,USA,Boston College,6-0,170,1.0,Guard,1966.0,1966.0,1966.0,4.0,38.0,N,1944,0,1
76074,Ken Austin,1961-07-15,USA,Rice,6-9,205,1.0,Forward,1983.0,1983.0,1983.0,5.0,101.0,N,1961,0,1
1630166,Deni Avdija,2001-01-03,Israel,Maccabi Tel Aviv,6-9,210,3.0,Forward,2020.0,2023.0,2020.0,1.0,9.0,N,2001,0,0
76076,William Averitt,1952-07-22,USA,Pepperdine,6-2,170,2.0,Guard,1976.0,1977.0,1973.0,4.0,55.0,N,1952,0,1
76078,Dennis Awtrey,1948-02-22,USA,Santa Clara,6-10,235,12.0,Center,1970.0,1981.0,1970.0,3.0,46.0,N,1948,0,1
202970,Gustavo Ayon,1985-04-01,Mexico,Baloncesto Fuenlabrada,,,3.0,,2011.0,2016.0,,,,N,1985,0,0
201965,Jeff Ayres,1987-04-29,USA,Arizona State,6-9,250,7.0,Forward-Center,2009.0,2015.0,2009.0,2.0,31.0,N,1987,0,1
1629028,Deandre Ayton,1998-07-23,Bahamas,Arizona,7-0,250,5.0,Center,2018.0,2023.0,2018.0,1.0,1.0,N,1998,0,0
1628962,Udoka Azubuike,1999-09-17,Nigeria,Kansas,6-11,270,3.0,Center-Forward,2020.0,2023.0,2020.0,1.0,27.0,N,1999,0,0
76080,Johnny Bach,1924-07-10,USA,Fordham,6-2,180,1.0,Forward,1948.0,1948.0,1948.0,,,N,1924,0,1
1630641,Ibou Badji,2002-10-13,Senegal,FC Barcelona,7-1,240,0.0,Center,2022.0,2023.0,,,,N,2002,0,0
76081,Jim Baechtold,1927-12-09,USA,Eastern Kentucky,6-4,205,5.0,Forward,1952.0,1956.0,1952.0,1.0,2.0,N,1927,0,1
76082,John Bagley,1960-04-23,USA,Boston College,6-0,185,11.0,Guard,1982.0,1993.0,1982.0,1.0,12.0,N,1960,0,1
1628963,Marvin Bagley III,1999-03-14,USA,Duke,6-10,235,5.0,Forward,2018.0,2023.0,2018.0,1.0,2.0,N,1999,0,1
76083,Gus Bailey,1951-02-18,USA,Texas-El Paso,6-5,185,5.0,Guard,1974.0,1979.0,1974.0,2.0,23.0,N,1951,0,1
1753,Toby Bailey,1975-11-19,USA,UCLA,6-6,213,3.0,Guard,1998.0,2002.0,1998.0,2.0,45.0,N,1975,0,1
203946,Cameron Bairstow,1990-12-07,Australia,New Mexico,6-9,250,3.0,Forward-Center,2014.0,2015.0,2014.0,2.0,49.0,N,1990,0,0
1858,Mark Baker,1969-11-11,USA,Ohio State,6-1,175,1.0,Guard,1998.0,1998.0,,,,N,1969,0,1
2486,Maurice Baker,1979-07-28,USA,Oklahoma State,6-2,200,2.0,Guard,2002.0,2004.0,,,,N,1979,0,1
76089,Norm Baker,1923-02-17,Canada,Victoria,6-0,180,1.0,Guard,1946.0,1946.0,,,,N,1923,0,0
1631116,Patrick Baldwin Jr.,2002-11-18,USA,Wisconsin-Milwaukee,6-9,220,1.0,Forward,2022.0,2023.0,2022.0,1.0,28.0,N,2002,0,1
200764,Renaldo Balkman,1984-07-14,USA,South Carolina,6-8,225,7.0,Forward,2006.0,2011.0,2006.0,1.0,20.0,N,1984,0,1
1630163,LaMelo Ball,2001-08-22,USA,Illawarra,6-7,180,3.0,Guard,2020.0,2023.0,2020.0,1.0,3.0,N,2001,0,1
1628366,Lonzo Ball,1997-10-27,USA,UCLA,6-6,190,5.0,Guard,2017.0,2023.0,2017.0,1.0,2.0,N,1997,0,1
76092,Herschel Baltimore,1921-06-21,USA,Penn State,6-4,195,1.0,Forward,1946.0,1946.0,,,,N,1921,0,1
1631094,Paolo Banchero,2002-11-12,USA,Duke,6-10,250,1.0,Forward,2022.0,2023.0,2022.0,1.0,1.0,N,2002,0,1
1630217,Desmond Bane,1998-06-25,USA,TCU,6-5,215,3.0,Guard,2020.0,2023.0,2020.0,1.0,30.0,N,1998,0,1
2556,Marcus Banks,1981-11-19,USA,UNLV,6-2,205,9.0,Guard,2003.0,2010.0,2003.0,1.0,13.0,N,1981,0,1
76095,Mike Bantom,1951-12-03,USA,St. Joseph's (PA),6-9,200,9.0,Forward,1973.0,1981.0,1973.0,1.0,8.0,N,1951,0,1
1630625,Dalano Banton,1999-11-07,Canada,Nebraska,6-7,204,2.0,Forward,2021.0,2023.0,2021.0,2.0,46.0,N,1999,0,0
76096,John Barber,1927-06-27,USA,California State-Los Angeles,6-6,210,1.0,Forward,1956.0,1956.0,1956.0,,,N,1927,0,1
2571,Leandro Barbosa,1982-11-28,Brazil,Bauru,6-3,194,15.0,Guard,2003.0,2016.0,2003.0,1.0,28.0,N,1982,0,0
76097,Stephen Bardo,1968-04-05,USA,Illinois,6-5,190,3.0,Guard,1991.0,1995.0,1990.0,2.0,41.0,N,1968,0,1
200826,J.J. Barea,1984-06-26,Puerto Rico,Northeastern,5-10,180,15.0,Guard,2006.0,2019.0,,,,N,1984,0,0
200745,Andrea Bargnani,1985-10-26,Italy,Benetton Treviso,7-0,245,10.0,Center-Forward,2006.0,2015.0,2006.0,1.0,1.0,N,1985,0,0
76099,Tom Barker,1955-03-11,USA,Hawaii,6-11,225,2.0,Center,1976.0,1978.0,1976.0,4.0,53.0,N,1955,0,1
787,Charles Barkley,1963-02-20,USA,Auburn,6-6,252,16.0,Forward,1984.0,1999.0,1984.0,1.0,5.0,Y,1963,1,1
76103,Harry Barnes,1945-07-25,USA,Northeastern,6-3,205,1.0,Forward,1968.0,1968.0,1968.0,4.0,37.0,N,1945,0,1
76105,Jim Barnes,1941-04-13,USA,Texas-El Paso,6-8,210,7.0,Center,1964.0,1970.0,1964.0,1.0,1.0,N,1941,0,1
76104,Marvin Barnes,1952-07-27,USA,Providence,6-9,210,4.0,Forward,1976.0,1979.0,1974.0,1.0,2.0,N,1952,0,1
2440,Matt Barnes,1980-03-09,USA,UCLA,6-7,226,15.0,Forward,2002.0,2016.0,2002.0,2.0,45.0,N,1980,0,1
1630567,Scottie Barnes,2001-08-01,USA,Florida State,6-8,225,2.0,Forward,2021.0,2023.0,2021.0,1.0,4.0,N,2001,0,1
76107,Dick Barnett,1936-10-02,USA,Tennessee State,6-4,190,14.0,Guard,1959.0,1973.0,1959.0,1.0,4.0,N,1936,0,1
76108,John Barnhill,1938-03-20,USA,Tennessee State,6-1,180,7.0,Guard,1962.0,1968.0,1959.0,11.0,77.0,N,1938,0,1
76110,Leo Barnhorst,1924-05-11,USA,Notre Dame,6-4,190,5.0,Forward,1949.0,1953.0,1949.0,2.0,,N,1924,0,1
76111,John Barr,1918-08-18,USA,Penn State,6-3,205,1.0,Forward,1946.0,1946.0,,,,N,1918,0,1
76113,Thomas Barr,1944-06-19,USA,Duquesne,6-4,195,1.0,Guard,1970.0,1970.0,,,,N,1944,0,1
76114,Ernie Barrett,1929-08-27,USA,Kansas State,,,2.0,,1953.0,2008.0,1951.0,1.0,7.0,N,1929,0,1
1629628,RJ Barrett,2000-06-14,Canada,Duke,6-6,214,4.0,Forward-Guard,2019.0,2023.0,2019.0,1.0,3.0,N,2000,0,0
344,Dana Barros,1967-04-13,USA,Boston College,5-11,165,15.0,Guard,1989.0,2003.0,1989.0,1.0,16.0,N,1967,0,1
699,Brent Barry,1971-12-31,USA,Oregon State,6-7,210,15.0,Guard,1995.0,2008.0,1995.0,1.0,15.0,N,1971,0,1
468,Jon Barry,1969-07-25,USA,Georgia Tech,6-5,210,14.0,Guard,1992.0,2005.0,1992.0,1.0,21.0,N,1969,0,1
600013,Rick Barry,1944-03-28,USA,Miami,6-7,205,10.0,Forward,1965.0,1979.0,1965.0,1.0,2.0,Y,1944,1,1
76118,Vic Bartolome,1948-09-29,USA,Oregon State,7-0,230,1.0,Center,1971.0,1971.0,1970.0,6.0,87.0,N,1948,0,1
203115,Will Barton,1991-01-06,USA,Memphis,6-5,181,11.0,Guard,2012.0,2023.0,2012.0,2.0,40.0,N,1991,0,1
101188,Eddie Basden,1983-02-15,USA,North Carolina-Charlotte,6-5,215,2.0,Guard,2005.0,2005.0,,,,N,1983,0,1
101138,Brandon Bass,1985-04-30,USA,Louisiana State,6-8,250,13.0,Forward,2005.0,2016.0,2005.0,2.0,33.0,N,1985,0,1
1628238,Paris Bass,1995-08-29,USA,Detroit Mercy,6-8,200,2.0,Forward,2021.0,2021.0,,,,N,1995,0,1
76120,Tim Bassett,1951-04-01,USA,Georgia,6-8,225,4.0,Forward,1976.0,1979.0,1973.0,7.0,106.0,N,1951,0,1
1629646,Charles Bassey,2000-10-28,Nigeria,Western Kentucky,6-9,230,2.0,Center-Forward,2021.0,2023.0,2021.0,2.0,53.0,N,2000,0,0
1766,Maceo Baston,1976-05-29,USA,Michigan,6-10,230,5.0,Forward,2002.0,2008.0,1998.0,2.0,58.0,N,1976,0,1
2370,Mengke Bateer,1975-11-20,China,Beijing,6-11,290,4.0,Center,2001.0,2003.0,,,,N,1975,0,0
76121,Billyray Bates,1956-05-31,USA,Kentucky State,6-4,210,4.0,Guard,1979.0,1982.0,1978.0,3.0,47.0,N,1956,0,1
1628966,Keita Bates-Diop,1996-01-23,USA,Ohio State,6-8,229,5.0,Forward,2018.0,2023.0,2018.0,2.0,48.0,N,1996,0,1
101212,Esteban Batista,1983-09-02,Uruguay,Trouville,6-10,268,3.0,Forward-Center,2005.0,2006.0,,,,N,1983,0,0
2471,Mike Batiste,1977-11-21,USA,Arizona State,,,2.0,,2002.0,2007.0,,,,N,1977,0,1
174,John Battle,1962-11-09,USA,Rutgers,6-2,175,10.0,Guard,1985.0,1994.0,1985.0,4.0,84.0,N,1962,0,1
76123,Kenny Battle,1964-10-10,USA,Illinois,6-6,210,4.0,Guard,1989.0,1992.0,1989.0,1.0,27.0,N,1964,0,1
76124,Dave Batton,1956-03-26,USA,Notre Dame,6-10,240,2.0,Center,1982.0,1983.0,1978.0,3.0,62.0,N,1956,0,1
201587,Nicolas Batum,1988-12-14,France,Le Mans,6-8,230,15.0,Guard-Forward,2008.0,2023.0,2008.0,1.0,25.0,N,1988,0,0
76125,Johnny Baum,1946-06-17,USA,Temple,6-5,200,2.0,Forward,1969.0,1970.0,1969.0,2.0,23.0,N,1946,0,1
76126,Frankie Baumholtz,1918-10-07,USA,Ohio,5-10,170,1.0,Guard,1946.0,1946.0,,,,N,1918,0,1
2437,Lonny Baxter,1979-01-27,USA,Maryland,6-8,260,4.0,Forward,2002.0,2005.0,2002.0,2.0,43.0,N,1979,0,1
201573,Jerryd Bayless,1988-08-20,USA,Arizona,6-3,200,12.0,Guard,2008.0,2018.0,2008.0,1.0,11.0,N,1988,0,1
76127,Elgin Baylor,1934-09-16,USA,Seattle,6-5,225,14.0,Forward,1958.0,1971.0,1958.0,1.0,1.0,Y,1934,1,1
76128,Sergei Bazarevich,1965-03-15,Russia,Tofas S.K.,6-2,168,1.0,Guard,1994.0,1994.0,,,,N,1965,0,0
203145,Kent Bazemore,1989-07-01,USA,Old Dominion,6-4,195,11.0,Guard-Forward,2012.0,2021.0,,,,N,1989,0,1
1629647,Darius Bazley,2000-06-12,USA,Princeton HS (OH),6-9,216,4.0,Forward,2019.0,2023.0,2019.0,1.0,23.0,N,2000,0,1
76129,Ed Beach,1929-01-25,USA,West Virginia,6-3,200,1.0,Forward,1950.0,1950.0,1950.0,5.0,,N,1929,0,1
203078,Bradley Beal,1993-06-28,USA,Florida,6-4,207,11.0,Guard,2012.0,2023.0,2012.0,1.0,3.0,N,1993,0,1
76131,Ralph Beard,1927-12-02,USA,Kentucky,5-10,175,2.0,Guard,1949.0,1950.0,1949.0,2.0,,N,1927,0,1
1627736,Malik Beasley,1996-11-26,USA,Florida State,6-4,187,7.0,Guard,2016.0,2023.0,2016.0,1.0,19.0,N,1996,0,1
201563,Michael Beasley,1989-01-09,USA,Kansas State,6-9,235,12.0,Forward,2008.0,2018.0,2008.0,1.0,2.0,N,1989,0,1
76133,Zelmo Beaty,1939-10-25,USA,Prairie View A&M,6-9,225,8.0,Center,1962.0,1974.0,1962.0,1.0,3.0,N,1939,0,1
201958,Rodrigue Beaubois,1988-02-24,France,Cholet,6-2,185,5.0,Guard,2009.0,2012.0,2009.0,1.0,25.0,N,1988,0,0
1630699,MarJon Beauchamp,2000-10-12,USA,NBA G League Ignite,6-7,199,1.0,Forward,2021.0,2023.0,2022.0,1.0,24.0,N,2000,0,1
1133,Corey Beck,1971-05-27,USA,Arkansas,6-3,200,3.0,Guard,1995.0,1998.0,,,,N,1971,0,1
76137,Moe Becker,1917-02-24,USA,Duquesne,6-1,185,1.0,Guard,1946.0,1946.0,,,,N,1917,0,1
76138,William Bedford,1963-12-14,USA,Memphis,7-0,225,6.0,Center,1986.0,1992.0,1986.0,1.0,6.0,N,1963,0,1
76140,Ron Behagen,1951-01-14,USA,Minnesota,6-9,185,7.0,Forward,1973.0,1979.0,1973.0,1.0,7.0,N,1951,0,1
201158,Marco Belinelli,1986-03-25,Italy,Fortitudo Bologna,6-5,220,14.0,Guard,2007.0,2019.0,2007.0,1.0,18.0,N,1986,0,0
1628395,Jordan Bell,1995-01-07,USA,Oregon,6-7,216,5.0,Forward,2017.0,2021.0,2017.0,2.0,38.0,N,1995,0,1
