PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-8,230,11,12,Forward-Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kyle_anderson,2014,2025,Y,Y,Y,2014,1,30,N
1630828,Alex,Antetokounmpo,Alex Antetokounmpo,"Antetokounmpo, Alex",A. Antetokounmpo,alex-antetokounmpo,2001-08-27T00:00:00,                                   ,Greece,,6-8,214,0,29,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,alex_antetokounmpo,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,6-11,243,12,34,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2025,N,Y,Y,2013,1,15,Y
203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,"Antetokounmpo, Thanasis",T. Antetokounmpo,thanasis-antetokounmpo,1992-07-18T00:00:00,Panathinaikos,Greece,Panathinaikos/Greece,6-7,219,6,43,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,thanasis_antetokounmpo,2015,2025,Y,Y,Y,2014,2,51,N
1630175,Cole,Anthony,Cole Anthony,"Anthony, Cole",C. Anthony,cole-anthony,2000-05-15T00:00:00,North Carolina,USA,North Carolina/USA,6-2,185,5,,Guard,Inactive,Y,0,,,,,cole_anthony,2020,2025,N,Y,Y,2020,1,15,N
1628384,OG,Anunoby,OG Anunoby,"Anunoby, OG",O. Anunoby,og-anunoby,1997-07-17T00:00:00,Indiana,United Kingdom,Indiana/United Kingdom,6-7,240,8,8,Forward-Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,og_anunoby,2017,2025,N,Y,Y,2017,1,23,N
1630166,Deni,Avdija,Deni Avdija,"Avdija, Deni",D. Avdija,deni-avdija,2001-01-03T00:00:00,Maccabi Tel Aviv,Israel,Maccabi Tel Aviv/Israel,6-8,228,5,8,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,deni_avdija,2020,2025,N,Y,Y,2020,1,9,N
1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,1998-07-23T00:00:00,Arizona,Bahamas,Arizona/Bahamas,7-0,252,7,5,Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,deandre_ayton,2018,2025,N,Y,Y,2018,1,1,N
1628963,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,1999-03-14T00:00:00,Duke,USA,Duke/USA,6-10,235,7,35,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,marvin_bagley_iii,2018,2025,N,Y,Y,2018,1,2,N
1642846,Ace,Bailey,Ace Bailey,"Bailey, Ace",A. Bailey,ace-bailey,2006-08-13T00:00:00,Rutgers,USA,Rutgers/USA,6-9,200,0,19,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,airious_bailey,2025,2025,N,Y,Y,2025,1,5,N
1630163,LaMelo,Ball,LaMelo Ball,"Ball, LaMelo",L. Ball,lamelo-ball,2001-08-22T00:00:00,Illawarra,USA,Illawarra/USA,6-7,180,5,1,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,lamelo_ball,2020,2025,N,Y,Y,2020,1,3,N
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,6-5,190,8,,Guard,Inactive,Y,0,,,,,lonzo_ball,2017,2025,N,Y,Y,2017,1,2,N
1631094,Paolo,Banchero,Paolo Banchero,"Banchero, Paolo",P. Banchero,paolo-banchero,2002-11-12T00:00:00,Duke,USA,Duke/USA,6-10,250,3,5,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,paolo_banchero,2022,2025,N,Y,Y,2022,1,1,N
1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25T00:00:00,TCU,USA,TCU/USA,6-6,215,5,3,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,desmond_bane,2020,2025,N,Y,Y,2020,1,30,N
1631230,Dominick,Barlow,Dominick Barlow,"Barlow, Dominick",D. Barlow,dominick-barlow,2003-05-26T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-9,224,3,25,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,dominick_barlow,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,1992-05-30T00:00:00,North Carolina,USA,North Carolina/USA,6-7,225,13,40,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,harrison_barnes,2012,2025,N,Y,Y,2012,1,7,N
1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,2001-08-01T00:00:00,Florida State,USA,Florida State/USA,6-8,237,4,4,Forward-Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,2021,2025,N,Y,Y,2021,1,4,N
1642964,Brooks,Barnhizer,Brooks Barnhizer,"Barnhizer, Brooks",B. Barnhizer,brooks-barnhizer,2002-03-02T00:00:00,Northwestern,USA,Northwestern/USA,6-5,230,0,23,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,brooks_barnhizer,2025,2025,Y,Y,Y,2025,2,44,N
1629628,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,2000-06-14T00:00:00,Duke,Canada,Duke/Canada,6-6,214,6,9,Forward-Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,rj_barrett,2019,2025,N,Y,Y,2019,1,3,N
1629646,Charles,Bassey,Charles Bassey,"Bassey, Charles",C. Bassey,charles-bassey,2000-10-28T00:00:00,Western Kentucky,Nigeria,Western Kentucky/Nigeria,6-10,230,4,28,Center-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,charles_bassey,2021,2025,Y,Y,Y,2021,2,53,N
1642926,Tamar,Bates,Tamar Bates,"Bates, Tamar",T. Bates,tamar-bates,2003-02-21T00:00:00,Missouri,USA,Missouri/USA,,,0,,,Inactive,Y,0,,,,,tamar_bates,,,Y,N,Y,Undrafted,Undrafted,Undrafted,N
1642419,Jamison,Battle,Jamison Battle,"Battle, Jamison",J. Battle,jamison-battle,2001-05-10T00:00:00,Ohio State,USA,Ohio State/USA,6-7,220,1,77,Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,jamison_battle,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14T00:00:00,Le Mans,France,Le Mans/France,6-7,230,17,33,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,2008,2025,N,Y,Y,2008,1,25,N
203078,Bradley,Beal,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,1993-06-28T00:00:00,Florida,USA,Florida/USA,6-4,207,13,0,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,bradley_beal,2012,2025,N,Y,Y,2012,1,3,N
1642866,Joan,Beringer,Joan Beringer,"Beringer, Joan",J. Beringer,joan-beringer,2006-11-11T00:00:00,,France,Cedevita Olimpija/France,6-11,230,0,19,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,joan_beringer,2025,2025,Y,Y,Y,2025,1,17,N
1630180,Saddiq,Bey,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,1999-04-09T00:00:00,Villanova,USA,Villanova/USA,6-8,215,5,41,Guard-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,saddiq_bey,2020,2025,N,Y,Y,2020,1,19,N
1629048,Goga,Bitadze,Goga Bitadze,"Bitadze, Goga",G. Bitadze,goga-bitadze,1999-07-20T00:00:00,Mega Basket,Georgia,Mega Basket/Georgia,6-11,250,6,35,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,goga_bitadze,2019,2025,Y,Y,Y,2019,1,18,N
202687,Bismack,Biyombo,Bismack Biyombo,"Biyombo, Bismack",B. Biyombo,bismack-biyombo,1992-08-28T00:00:00,Baloncesto Fuenlabrada,DRC,Baloncesto Fuenlabrada/DRC,6-8,255,14,18,Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,bismack_biyombo,2011,2025,N,Y,Y,2011,1,7,N
1641710,Anthony,Black,Anthony Black,"Black, Anthony",A. Black,anthony-black,2004-01-20T00:00:00,Arkansas,USA,Arkansas/USA,6-7,200,2,0,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,anthony_black,2023,2025,N,Y,Y,2023,1,6,N
203992,Bogdan,Bogdanović,Bogdan Bogdanović,"Bogdanović, Bogdan",B. Bogdanović,bogdan-bogdanović,1992-08-18T00:00:00,Fenerbahce,Serbia,Fenerbahce/Serbia,6-5,225,8,7,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,bogdan_bogdanovic,2017,2025,N,Y,Y,2014,1,27,N
1641737,Adem,Bona,Adem Bona,"Bona, Adem",A. Bona,adem-bona,2003-03-28T00:00:00,UCLA,Nigeria,UCLA/Nigeria,6-10,235,1,30,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,adem_bona,2024,2025,Y,Y,Y,2024,2,41,N
1626164,Devin,Booker,Devin Booker,"Booker, Devin",D. Booker,devin-booker,1996-10-30T00:00:00,Kentucky,USA,Kentucky/USA,6-5,206,10,1,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,devin_booker,2015,2025,N,Y,Y,2015,1,13,N
1628449,Chris,Boucher,Chris Boucher,"Boucher, Chris",C. Boucher,chris-boucher,1993-01-11T00:00:00,Oregon,Saint Lucia,Oregon/Saint Lucia,6-8,200,8,,Forward,Inactive,Y,0,,,,,chris_boucher,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628396,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,6-10,248,7,13,Center-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,tony_bradley,2017,2025,Y,Y,Y,2017,1,28,N
1631103,Malaki,Branham,Malaki Branham,"Branham, Malaki",M. Branham,malaki-branham,2003-05-12T00:00:00,Ohio State,USA,Ohio State/USA,6-4,180,3,,Forward,Inactive,Y,0,,,,,malaki_branham,2022,2025,Y,Y,Y,2022,1,20,N
1631128,Christian,Braun,Christian Braun,"Braun, Christian",C. Braun,christian-braun,2001-04-17T00:00:00,Kansas,USA,Kansas/USA,6-6,220,3,0,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,christian_braun,2022,2025,N,Y,Y,2022,1,21,N
1642886,Koby,Brea,Koby Brea,"Brea, Koby",K. Brea,koby-brea,2002-11-06T00:00:00,Kentucky,USA,Kentucky/USA,6-5,215,0,14,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kobe_brea,2025,2025,Y,Y,Y,2025,2,41,N
1628969,Mikal,Bridges,Mikal Bridges,"Bridges, Mikal",M. Bridges,mikal-bridges,1996-08-30T00:00:00,Villanova,USA,Villanova/USA,6-6,209,7,25,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,mikal_bridges,2018,2025,N,Y,Y,2018,1,10,N
1628970,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State/USA,6-7,225,6,0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,miles_bridges,2018,2025,N,Y,Y,2018,1,12,N
1628415,Dillon,Brooks,Dillon Brooks,"Brooks, Dillon",D. Brooks,dillon-brooks,1996-01-22T00:00:00,Oregon,Canada,Oregon/Canada,6-7,225,8,3,Guard-Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,dillon_brooks,2017,2025,N,Y,Y,2017,2,45,N
1641780,Johni,Broome,Johni Broome,"Broome, Johni",J. Broome,johni-broome,2002-07-19T00:00:00,Auburn,USA,Auburn/USA,6-9,244,0,22,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,johni_broome,2025,2025,Y,Y,Y,2025,2,35,N
1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,1996-08-15T00:00:00,Miami,USA,Miami/USA,6-4,202,7,11,Guard-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,bruce_brown,2018,2025,Y,Y,Y,2018,2,42,N
1627759,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,1996-10-24T00:00:00,California,USA,California/USA,6-6,223,9,7,Guard-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jaylen_brown,2016,2025,N,Y,Y,2016,1,3,N
1641738,Kobe,Brown,Kobe Brown,"Brown, Kobe",K. Brown,kobe-brown,2000-01-01T00:00:00,Missouri,USA,Missouri/USA,6-7,250,2,24,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,kobe_brown,2023,2025,Y,Y,Y,2023,1,30,N
1628973,Jalen,Brunson,Jalen Brunson,"Brunson, Jalen",J. Brunson,jalen-brunson,1996-08-31T00:00:00,Villanova,USA,Villanova/USA,6-2,190,7,11,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,jalen_brunson,2018,2025,N,Y,Y,2018,2,33,N
1642868,Carter,Bryant,Carter Bryant,"Bryant, Carter",C. Bryant,carter-bryant,2005-11-26T00:00:00,Arizona,USA,Arizona/USA,6-6,220,0,11,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,carter_bryant,2025,2025,Y,Y,Y,2025,1,14,N
1628418,Thomas,Bryant,Thomas Bryant,"Bryant, Thomas",T. Bryant,thomas-bryant,1997-07-31T00:00:00,Indiana,USA,Indiana/USA,6-9,248,8,3,Center-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,thomas_bryant,2017,2025,Y,Y,Y,2017,2,42,N
202710,Jimmy,Butler III,Jimmy Butler III,"Butler III, Jimmy",J. Butler III,jimmy-butler-iii,1989-09-14T00:00:00,Marquette,USA,Marquette/USA,6-6,230,14,10,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jimmy_butler,2011,2025,N,Y,Y,2011,1,30,N
1641824,Matas,Buzelis,Matas Buzelis,"Buzelis, Matas",M. Buzelis,matas-buzelis,2004-10-13T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-8,196,1,14,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,matas_buzelis,2023,2025,Y,Y,Y,2024,1,11,N
1631288,Jamal,Cain,Jamal Cain,"Cain, Jamal",J. Cain,jamal-cain,1999-03-20T00:00:00,Oakland,USA,Oakland/USA,6-7,191,3,8,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,jamal_cain,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,12,3,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,kentavious_caldwell-pope,2013,2025,N,Y,Y,2013,1,8,N
1641739,Toumani,Camara,Toumani Camara,"Camara, Toumani",T. Camara,toumani-camara,2000-05-08T00:00:00,Dayton,Belgium,Dayton/Belgium,6-7,230,2,33,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,toumani_camara,2023,2025,N,Y,Y,2023,2,52,N
203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,256,11,30,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,clint_capela,2014,2025,Y,Y,Y,2014,1,25,N
1642928,Dylan,Cardwell,Dylan Cardwell,"Cardwell, Dylan",D. Cardwell,dylan-cardwell,2001-12-16T00:00:00,Auburn,USA,Auburn/USA,6-10,255,0,32,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,dylan_cardwell,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642382,Branden,Carlson,Branden Carlson,"Carlson, Branden",B. Carlson,branden-carlson,1999-06-14T00:00:00,Utah,USA,Utah/USA,7-0,220,1,15,Center,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,branden_carlson,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642267,Bub,Carrington,Bub Carrington,"Carrington, Bub",B. Carrington,bub-carrington,2005-07-21T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-4,190,1,7,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,carlton_carrington,2024,2025,N,Y,Y,2024,1,14,N
1642269,Devin,Carter,Devin Carter,"Carter, Devin",D. Carter,devin-carter,2002-03-18T00:00:00,Providence,USA,Providence/USA,6-2,195,1,22,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,tmp_devin_carter,2024,2025,Y,Y,Y,2024,1,13,N
1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-0,190,7,2,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,jevon_carter,2018,2025,Y,Y,Y,2018,2,32,N
1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,6-10,270,7,34,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,wendell_carter_jr,2018,2025,N,Y,Y,2018,1,7,N
1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,8,9,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,alex_caruso,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642264,Stephon,Castle,Stephon Castle,"Castle, Stephon",S. Castle,stephon-castle,2004-11-01T00:00:00,Connecticut,USA,Connecticut/USA,6-6,215,1,5,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,stephen_castle,2024,2025,N,Y,Y,2024,1,4,N
1630658,Colin,Castleton,Colin Castleton,"Castleton, Colin",C. Castleton,colin-castleton,2000-05-25T00:00:00,Florida,USA,Florida/USA,6-10,250,2,14,Center,Active,Y,1610612753,Magic,ORL,magic,Orlando,colin_castleton,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630577,Julian,Champagnie,Julian Champagnie,"Champagnie, Julian",J. Champagnie,julian-champagnie,2001-06-29T00:00:00,St. John's,USA,St. John's/USA,6-7,217,3,30,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,julian_champagnie,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630551,Justin,Champagnie,Justin Champagnie,"Champagnie, Justin",J. Champagnie,justin-champagnie,2001-06-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,206,4,9,Guard-Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,justin_champagnie,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642353,Cam,Christie,Cam Christie,"Christie, Cam",C. Christie,cam-christie,2005-07-24T00:00:00,Minnesota,USA,Minnesota/USA,6-5,190,1,12,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,cam_christie,2024,2025,Y,Y,Y,2024,2,46,N
1631108,Max,Christie,Max Christie,"Christie, Max",M. Christie,max-christie,2003-02-10T00:00:00,Michigan State,USA,Michigan State/USA,6-5,190,3,00,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,max_christie,2022,2025,Y,Y,Y,2022,2,35,N
1630619,Moussa,Cisse,Moussa Cisse,"Cisse, Moussa",M. Cisse,moussa-cisse,2002-09-10T00:00:00,Memphis,Guinea,Memphis/Guinea,6-11,220,0,30,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tmp_moussa_cisse,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631321,Sidy,Cissoko,Sidy Cissoko,"Cissoko, Sidy",S. Cissoko,sidy-cissoko,2004-04-02T00:00:00,NBA G League Ignite,France,NBA G League Ignite/France,6-6,220,2,91,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,sidy_cissoko,2022,2025,Y,Y,Y,2023,2,44,N
1641740,Jaylen,Clark,Jaylen Clark,"Clark, Jaylen",J. Clark,jaylen-clark,2001-10-13T00:00:00,UCLA,USA,UCLA/USA,6-5,205,1,22,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaylen_clark,2023,2025,Y,Y,Y,2023,2,53,N
1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,6,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2025,N,Y,Y,2019,1,21,N
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-5,194,11,00,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,jordan_clarkson,2014,2025,Y,Y,Y,2014,2,46,N
1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,6,33,Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2025,Y,Y,Y,2019,2,31,N
1642383,Walter,Clayton Jr.,Walter Clayton Jr.,"Clayton Jr., Walter",W. Clayton Jr.,walter-clayton-jr,2003-03-06T00:00:00,Florida,USA,Florida/USA,6-4,195,0,4,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,walter_clayton_jr,2025,2025,Y,Y,Y,2025,1,18,N
1642363,Nique,Clifford,Nique Clifford,"Clifford, Nique",N. Clifford,nique-clifford,2002-02-09T00:00:00,Colorado State,USA,Colorado State/USA,6-5,175,0,5,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,nique_clifford,2025,2025,Y,Y,Y,2025,1,24,N
