G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
36,"Thu, Jan 4, 2024",10:00p,,Box Score,@,Golden State Warriors,W,,130,127,25,11,W 2,18064,2:22,,DEN,2024
37,"Fri, Jan 5, 2024",9:00p,,Box Score,,Orlando Magic,L,,120,122,25,12,L 1,19659,2:15,,DEN,2024
38,"Sun, Jan 7, 2024",8:00p,,Box Score,,Detroit Pistons,W,,131,114,26,12,W 1,19623,2:15,,DEN,2024
39,"Wed, Jan 10, 2024",10:00p,,Box Score,@,Utah Jazz,L,,111,124,26,13,L 1,18206,2:23,,DEN,2024
40,"Fri, Jan 12, 2024",10:00p,,Box Score,,New Orleans Pelicans,W,,125,113,27,13,W 1,19638,2:16,,DEN,2024
41,"Sun, Jan 14, 2024",3:30p,,Box Score,,Indiana Pacers,W,,117,109,28,13,W 2,19631,2:17,,DEN,2024
42,"Tue, Jan 16, 2024",7:30p,,Box Score,@,Philadelphia 76ers,L,,121,126,28,14,L 1,19775,2:28,,DEN,2024
43,"Fri, Jan 19, 2024",7:30p,,Box Score,@,Boston Celtics,W,,102,100,29,14,W 1,19156,2:12,,DEN,2024
44,"Sun, Jan 21, 2024",6:00p,,Box Score,@,Washington Wizards,W,,113,104,30,14,W 2,17107,2:09,,DEN,2024
45,"Tue, Jan 23, 2024",7:00p,,Box Score,@,Indiana Pacers,W,,114,109,31,14,W 3,16004,2:16,,DEN,2024
46,"Thu, Jan 25, 2024",7:30p,,Box Score,@,New York Knicks,L,,84,122,31,15,L 1,19812,2:05,,DEN,2024
47,"Sat, Jan 27, 2024",5:30p,,Box Score,,Philadelphia 76ers,W,,111,105,32,15,W 1,19805,2:22,,DEN,2024
48,"Mon, Jan 29, 2024",9:00p,,Box Score,,Milwaukee Bucks,W,,113,107,33,15,W 2,19801,2:19,,DEN,2024
49,"Wed, Jan 31, 2024",8:00p,,Box Score,@,Oklahoma City Thunder,L,,100,105,33,16,L 1,16723,2:16,,DEN,2024
50,"Fri, Feb 2, 2024",9:00p,,Box Score,,Portland Trail Blazers,W,,120,108,34,16,W 1,19622,2:06,,DEN,2024
51,"Sun, Feb 4, 2024",8:30p,,Box Score,,Portland Trail Blazers,W,,112,103,35,16,W 2,19715,2:00,,DEN,2024
52,"Thu, Feb 8, 2024",10:00p,,Box Score,@,Los Angeles Lakers,W,,114,106,36,16,W 3,18997,2:12,,DEN,2024
53,"Fri, Feb 9, 2024",10:00p,,Box Score,@,Sacramento Kings,L,,106,135,36,17,L 1,17832,2:10,,DEN,2024
54,"Mon, Feb 12, 2024",8:00p,,Box Score,@,Milwaukee Bucks,L,,95,112,36,18,L 2,17444,2:04,,DEN,2024
55,"Wed, Feb 14, 2024",9:00p,,Box Score,,Sacramento Kings,L,,98,102,36,19,L 3,19617,2:15,,DEN,2024
56,"Thu, Feb 22, 2024",9:00p,,Box Score,,Washington Wizards,W,,130,110,37,19,W 1,19621,2:03,,DEN,2024
57,"Fri, Feb 23, 2024",10:00p,,Box Score,@,Portland Trail Blazers,W,,127,112,38,19,W 2,18898,2:08,,DEN,2024
58,"Sun, Feb 25, 2024",7:00p,,Box Score,@,Golden State Warriors,W,,119,103,39,19,W 3,18064,2:21,,DEN,2024
59,"Wed, Feb 28, 2024",9:00p,,Box Score,,Sacramento Kings,W,,117,96,40,19,W 4,19628,2:04,,DEN,2024
60,"Thu, Feb 29, 2024",10:00p,,Box Score,,Miami Heat,W,,103,97,41,19,W 5,19634,2:30,,DEN,2024
61,"Sat, Mar 2, 2024",8:30p,,Box Score,@,Los Angeles Lakers,W,,124,114,42,19,W 6,18997,2:02,,DEN,2024
62,"Tue, Mar 5, 2024",10:00p,,Box Score,,Phoenix Suns,L,OT,107,117,42,20,L 1,19589,2:24,,DEN,2024
63,"Thu, Mar 7, 2024",10:00p,,Box Score,,Boston Celtics,W,,115,109,43,20,W 1,19855,2:24,,DEN,2024
64,"Sat, Mar 9, 2024",9:00p,,Box Score,,Utah Jazz,W,,142,121,44,20,W 2,19632,2:12,,DEN,2024
65,"Mon, Mar 11, 2024",9:00p,,Box Score,,Toronto Raptors,W,,125,119,45,20,W 3,19652,2:06,,DEN,2024
66,"Wed, Mar 13, 2024",7:30p,,Box Score,@,Miami Heat,W,,100,88,46,20,W 4,19921,2:05,,DEN,2024
67,"Fri, Mar 15, 2024",8:30p,,Box Score,@,San Antonio Spurs,W,,117,106,47,20,W 5,16223,2:07,,DEN,2024
68,"Sun, Mar 17, 2024",3:30p,,Box Score,@,Dallas Mavericks,L,,105,107,47,21,L 1,20377,2:20,,DEN,2024
69,"Tue, Mar 19, 2024",9:00p,,Box Score,@,Minnesota Timberwolves,W,,115,112,48,21,W 1,18024,2:12,,DEN,2024
70,"Thu, Mar 21, 2024",9:00p,,Box Score,,New York Knicks,W,,113,100,49,21,W 2,19811,2:13,,DEN,2024
71,"Sat, Mar 23, 2024",10:00p,,Box Score,@,Portland Trail Blazers,W,,114,111,50,21,W 3,18629,2:22,,DEN,2024
72,"Mon, Mar 25, 2024",9:00p,,Box Score,,Memphis Grizzlies,W,,128,103,51,21,W 4,19536,2:13,,DEN,2024
73,"Wed, Mar 27, 2024",10:00p,,Box Score,,Phoenix Suns,L,,97,104,51,22,L 1,19827,2:19,,DEN,2024
74,"Fri, Mar 29, 2024",9:00p,,Box Score,,Minnesota Timberwolves,L,,98,111,51,23,L 2,19844,2:14,,DEN,2024
75,"Sun, Mar 31, 2024",3:30p,,Box Score,,Cleveland Cavaliers,W,,130,101,52,23,W 1,19621,2:07,,DEN,2024
76,"Tue, Apr 2, 2024",9:00p,,Box Score,,San Antonio Spurs,W,,110,105,53,23,W 2,19741,2:10,,DEN,2024
77,"Thu, Apr 4, 2024",10:00p,,Box Score,@,Los Angeles Clippers,L,,100,102,53,24,L 1,19370,2:33,,DEN,2024
78,"Sat, Apr 6, 2024",9:00p,,Box Score,,Atlanta Hawks,W,,142,110,54,24,W 1,19639,2:10,,DEN,2024
79,"Tue, Apr 9, 2024",9:00p,,Box Score,@,Utah Jazz,W,,111,95,55,24,W 2,18206,1:58,,DEN,2024
80,"Wed, Apr 10, 2024",10:00p,,Box Score,,Minnesota Timberwolves,W,,116,107,56,24,W 3,19845,2:21,,DEN,2024
81,"Fri, Apr 12, 2024",8:00p,,Box Score,@,San Antonio Spurs,L,,120,121,56,25,L 1,18665,2:07,,DEN,2024
82,"Sun, Apr 14, 2024",3:30p,,Box Score,@,Memphis Grizzlies,W,,126,111,57,25,W 1,17544,2:09,,DEN,2024
